State_Name,StudyYear,_75FCCInfant,_75FCCToddler,_75FCCPreschool,_75CInfant,_75CToddler,_75CPreschool
North Carolina,2014,$114.41 ,$106.05 ,$101.36 ,$167.90 ,$155.87 ,$153.75 
North Carolina,2015,$120.81 ,$112.43 ,$107.81 ,$163.42 ,$151.27 ,$143.06 
North Carolina,2016,$127.22 ,$118.81 ,$114.26 ,$160.61 ,$146.68 ,$132.37 
North Carolina,2017,$133.63 ,$125.19 ,$120.71 ,$157.80 ,$142.08 ,$121.68 
North Carolina,2018,$140.03 ,$131.57 ,$127.15 ,$154.99 ,$137.49 ,$110.99 
North Carolina,2014,$220.80 ,$203.35 ,$191.55 ,$303.41 ,$280.41 ,$279.45 
North Carolina,2015,$200.22 ,$186.32 ,$178.66 ,$270.83 ,$250.70 ,$237.08 
North Carolina,2016,$179.63 ,$169.29 ,$165.77 ,$249.78 ,$220.98 ,$194.72 
North Carolina,2017,$159.05 ,$152.25 ,$152.88 ,$228.74 ,$191.26 ,$152.36 
North Carolina,2018,$138.46 ,$135.22 ,$139.99 ,$207.69 ,$161.54 ,$109.99 
North Carolina,2014,$151.42 ,$143.87 ,$141.04 ,$228.63 ,$207.04 ,$197.45 
North Carolina,2015,$153.56 ,$142.90 ,$137.03 ,$207.72 ,$192.27 ,$181.83 
North Carolina,2016,$155.70 ,$141.93 ,$133.02 ,$196.81 ,$177.51 ,$166.22 
North Carolina,2017,$157.84 ,$140.96 ,$129.00 ,$185.90 ,$162.75 ,$150.61 
North Carolina,2018,$159.99 ,$139.99 ,$124.99 ,$174.99 ,$147.99 ,$134.99 
North Carolina,2015,$116.56 ,$108.47 ,$104.02 ,$157.68 ,$145.95 ,$138.03 
North Carolina,2014,$127.47 ,$115.15 ,$108.36 ,$186.72 ,$172.21 ,$168.48 
North Carolina,2015,$133.10 ,$123.86 ,$118.77 ,$180.04 ,$166.65 ,$157.60 
North Carolina,2016,$138.73 ,$132.57 ,$129.18 ,$175.02 ,$161.10 ,$146.73 
North Carolina,2017,$144.36 ,$141.28 ,$139.58 ,$170.01 ,$155.54 ,$135.86 
North Carolina,2018,$149.99 ,$149.99 ,$149.99 ,$164.99 ,$149.99 ,$124.99 
North Carolina,2014,$172.44 ,$164.87 ,$159.44 ,$242.59 ,$220.10 ,$211.35 
North Carolina,2015,$171.82 ,$159.90 ,$153.33 ,$232.42 ,$215.14 ,$203.46 
North Carolina,2016,$171.21 ,$154.93 ,$147.21 ,$261.61 ,$228.76 ,$218.97 
North Carolina,2017,$170.60 ,$149.96 ,$141.10 ,$290.79 ,$242.37 ,$234.47 
North Carolina,2018,$169.99 ,$144.99 ,$134.99 ,$319.98 ,$255.98 ,$249.98 
North Carolina,2014,$132.42 ,$124.97 ,$118.40 ,$174.61 ,$161.18 ,$167.74 
North Carolina,2015,$128.80 ,$119.86 ,$114.93 ,$174.22 ,$161.27 ,$152.52 
North Carolina,2016,$125.17 ,$114.75 ,$111.47 ,$185.38 ,$161.36 ,$137.29 
North Carolina,2017,$121.55 ,$109.65 ,$108.00 ,$196.54 ,$161.45 ,$122.07 
North Carolina,2018,$117.92 ,$104.54 ,$104.54 ,$207.69 ,$161.54 ,$106.85 
North Carolina,2014,$148.37 ,$135.51 ,$128.42 ,$208.98 ,$190.35 ,$177.75 
North Carolina,2015,$138.97 ,$129.33 ,$124.01 ,$187.98 ,$174.01 ,$164.56 
North Carolina,2016,$129.57 ,$123.14 ,$119.60 ,$168.65 ,$157.67 ,$151.37 
North Carolina,2017,$120.17 ,$116.95 ,$115.18 ,$149.32 ,$141.33 ,$138.18 
North Carolina,2018,$110.77 ,$110.77 ,$110.77 ,$129.99 ,$124.99 ,$124.99 
North Carolina,2014,$134.01 ,$126.44 ,$119.82 ,$176.76 ,$163.17 ,$169.62 
North Carolina,2015,$129.99 ,$120.97 ,$116.00 ,$175.84 ,$162.76 ,$153.93 
North Carolina,2016,$125.97 ,$115.49 ,$112.18 ,$186.46 ,$162.36 ,$138.23 
North Carolina,2017,$121.95 ,$110.02 ,$108.36 ,$197.07 ,$161.95 ,$122.54 
North Carolina,2018,$117.92 ,$104.54 ,$104.54 ,$207.69 ,$161.54 ,$106.85 
North Carolina,2014,$129.99 ,$118.19 ,$115.81 ,$182.61 ,$170.46 ,$158.84 
North Carolina,2015,$129.06 ,$120.10 ,$115.16 ,$174.57 ,$161.59 ,$152.82 
North Carolina,2016,$128.13 ,$122.01 ,$114.52 ,$167.69 ,$152.73 ,$146.80 
North Carolina,2017,$127.20 ,$123.93 ,$113.87 ,$160.81 ,$143.86 ,$140.79 
North Carolina,2018,$126.27 ,$125.84 ,$113.23 ,$153.92 ,$134.99 ,$134.77 
North Carolina,2014,$117.87 ,$111.47 ,$102.83 ,$165.04 ,$149.98 ,$145.79 
North Carolina,2015,$119.78 ,$111.47 ,$106.89 ,$162.03 ,$149.98 ,$141.84 
North Carolina,2016,$122.14 ,$111.47 ,$110.95 ,$159.68 ,$149.99 ,$137.89 
North Carolina,2017,$128.57 ,$111.46 ,$115.01 ,$157.34 ,$149.99 ,$133.94 
North Carolina,2018,$135.00 ,$111.46 ,$119.08 ,$154.99 ,$149.99 ,$129.99 
North Carolina,2014,$161.64 ,$148.27 ,$143.32 ,$236.38 ,$217.93 ,$208.53 
North Carolina,2015,$162.48 ,$151.20 ,$144.99 ,$219.78 ,$203.44 ,$192.40 
North Carolina,2016,$163.32 ,$154.13 ,$146.65 ,$208.18 ,$188.96 ,$176.26 
North Carolina,2017,$164.15 ,$157.06 ,$148.32 ,$196.59 ,$174.47 ,$160.12 
North Carolina,2018,$164.99 ,$159.99 ,$149.99 ,$184.99 ,$159.99 ,$143.99 
North Carolina,2014,$164.11 ,$147.58 ,$142.73 ,$234.62 ,$216.42 ,$206.87 
North Carolina,2015,$160.58 ,$149.43 ,$143.29 ,$217.21 ,$201.06 ,$190.15 
North Carolina,2016,$157.05 ,$151.29 ,$143.86 ,$204.47 ,$185.71 ,$173.43 
North Carolina,2017,$153.52 ,$153.14 ,$144.42 ,$191.73 ,$170.35 ,$156.71 
North Carolina,2018,$149.99 ,$154.99 ,$144.99 ,$178.99 ,$154.99 ,$139.99 
North Carolina,2014,$183.46 ,$172.49 ,$162.03 ,$259.63 ,$239.82 ,$230.84 
North Carolina,2015,$172.60 ,$160.62 ,$154.02 ,$233.47 ,$216.11 ,$204.38 
North Carolina,2016,$161.73 ,$148.74 ,$146.01 ,$212.31 ,$192.40 ,$177.92 
North Carolina,2017,$150.86 ,$136.87 ,$138.00 ,$191.15 ,$168.70 ,$151.45 
North Carolina,2018,$139.99 ,$124.99 ,$129.99 ,$169.99 ,$144.99 ,$124.99 
North Carolina,2014,$202.24 ,$186.17 ,$174.73 ,$275.72 ,$253.35 ,$247.64 
North Carolina,2015,$191.68 ,$178.38 ,$171.05 ,$259.28 ,$240.01 ,$226.97 
North Carolina,2016,$181.12 ,$170.58 ,$167.36 ,$242.85 ,$226.67 ,$206.31 
North Carolina,2017,$170.55 ,$162.78 ,$163.67 ,$226.42 ,$213.33 ,$185.65 
North Carolina,2018,$159.99 ,$154.99 ,$159.99 ,$209.98 ,$199.98 ,$164.99 
North Carolina,2014,$111.51 ,$109.72 ,$99.04 ,$176.08 ,$162.67 ,$157.79 
North Carolina,2015,$127.38 ,$118.54 ,$113.67 ,$172.31 ,$159.50 ,$150.84 
North Carolina,2016,$143.25 ,$127.36 ,$134.11 ,$173.53 ,$156.33 ,$143.89 
North Carolina,2017,$159.12 ,$136.17 ,$154.55 ,$174.76 ,$153.16 ,$136.94 
North Carolina,2018,$174.99 ,$144.99 ,$174.99 ,$175.99 ,$149.99 ,$129.99 
North Carolina,2014,$130.89 ,$124.89 ,$119.02 ,$185.28 ,$168.92 ,$161.18 
North Carolina,2015,$136.92 ,$127.41 ,$122.18 ,$185.21 ,$171.44 ,$162.13 
North Carolina,2016,$142.94 ,$129.94 ,$125.33 ,$189.47 ,$173.95 ,$163.08 
North Carolina,2017,$148.97 ,$132.47 ,$128.49 ,$193.72 ,$176.47 ,$164.04 
North Carolina,2018,$154.99 ,$134.99 ,$131.64 ,$197.98 ,$178.99 ,$164.99 
North Carolina,2014,$126.28 ,$115.40 ,$104.84 ,$177.77 ,$163.49 ,$154.41 
North Carolina,2015,$123.13 ,$114.59 ,$109.88 ,$166.56 ,$154.18 ,$145.81 
North Carolina,2016,$120.96 ,$113.78 ,$114.92 ,$158.04 ,$144.86 ,$137.20 
North Carolina,2017,$122.98 ,$112.96 ,$119.95 ,$149.52 ,$135.55 ,$128.60 
North Carolina,2018,$124.99 ,$112.15 ,$124.99 ,$141.00 ,$126.23 ,$119.99 
North Carolina,2014,$176.56 ,$160.84 ,$158.68 ,$246.97 ,$231.58 ,$233.86 
North Carolina,2015,$189.39 ,$176.25 ,$169.00 ,$256.19 ,$237.14 ,$224.27 
North Carolina,2016,$202.22 ,$191.66 ,$179.33 ,$278.56 ,$242.71 ,$214.67 
North Carolina,2017,$215.05 ,$207.07 ,$189.66 ,$300.93 ,$248.28 ,$205.08 
North Carolina,2018,$227.88 ,$222.48 ,$199.98 ,$323.31 ,$253.85 ,$195.48 
North Carolina,2014,$118.63 ,$106.17 ,$102.44 ,$162.70 ,$161.53 ,$159.87 
North Carolina,2015,$125.32 ,$116.62 ,$111.83 ,$169.52 ,$156.92 ,$148.40 
North Carolina,2016,$132.01 ,$127.08 ,$121.22 ,$178.01 ,$152.30 ,$136.93 
North Carolina,2017,$138.70 ,$137.53 ,$130.60 ,$186.50 ,$147.69 ,$125.46 
North Carolina,2018,$145.38 ,$147.99 ,$139.99 ,$194.99 ,$143.08 ,$113.99 
North Carolina,2014,$149.14 ,$138.07 ,$132.14 ,$220.65 ,$203.11 ,$195.68 
North Carolina,2015,$155.60 ,$144.80 ,$138.85 ,$210.48 ,$194.83 ,$184.25 
North Carolina,2016,$162.06 ,$151.53 ,$145.57 ,$206.32 ,$186.55 ,$172.83 
North Carolina,2017,$168.53 ,$158.26 ,$152.28 ,$202.15 ,$178.27 ,$161.41 
North Carolina,2018,$174.99 ,$164.99 ,$159.00 ,$197.98 ,$169.99 ,$149.99 
North Carolina,2014,$136.87 ,$120.49 ,$118.49 ,$184.49 ,$176.06 ,$167.61 
North Carolina,2015,$137.40 ,$127.87 ,$122.61 ,$185.86 ,$172.05 ,$162.70 
North Carolina,2016,$137.93 ,$135.24 ,$126.74 ,$192.24 ,$168.03 ,$157.80 
North Carolina,2017,$138.46 ,$142.61 ,$130.86 ,$198.61 ,$164.01 ,$152.89 
North Carolina,2018,$138.99 ,$149.99 ,$134.99 ,$204.99 ,$159.99 ,$147.99 
North Carolina,2014,$132.90 ,$120.20 ,$114.54 ,$191.74 ,$175.34 ,$173.24 
North Carolina,2015,$137.17 ,$127.65 ,$122.40 ,$185.55 ,$171.75 ,$162.43 
North Carolina,2016,$141.44 ,$135.10 ,$130.27 ,$182.03 ,$168.16 ,$151.62 
North Carolina,2017,$145.72 ,$142.54 ,$138.13 ,$178.51 ,$164.58 ,$140.80 
North Carolina,2018,$149.99 ,$149.99 ,$145.99 ,$174.99 ,$160.99 ,$129.99 
North Carolina,2014,$151.31 ,$142.54 ,$135.25 ,$200.16 ,$184.83 ,$190.10 
North Carolina,2015,$142.97 ,$133.04 ,$127.58 ,$193.39 ,$179.01 ,$169.29 
North Carolina,2016,$134.62 ,$123.54 ,$119.90 ,$198.16 ,$173.19 ,$148.48 
North Carolina,2017,$126.27 ,$114.04 ,$112.22 ,$202.92 ,$167.36 ,$127.66 
North Carolina,2018,$117.92 ,$104.54 ,$104.54 ,$207.69 ,$161.54 ,$106.85 
North Carolina,2015,$116.69 ,$108.59 ,$104.13 ,$157.85 ,$146.11 ,$138.18 
North Carolina,2014,$145.92 ,$132.78 ,$125.54 ,$196.00 ,$178.63 ,$184.10 
North Carolina,2015,$141.93 ,$132.08 ,$126.66 ,$191.99 ,$177.72 ,$168.07 
North Carolina,2016,$137.95 ,$131.39 ,$127.77 ,$189.66 ,$176.81 ,$152.04 
North Carolina,2017,$135.70 ,$130.69 ,$128.88 ,$187.32 ,$175.90 ,$136.02 
North Carolina,2018,$134.99 ,$129.99 ,$129.99 ,$184.99 ,$174.99 ,$119.99 
North Carolina,2014,$119.08 ,$107.92 ,$101.77 ,$175.77 ,$154.61 ,$152.01 
North Carolina,2015,$120.56 ,$112.19 ,$107.58 ,$163.08 ,$150.95 ,$142.76 
North Carolina,2016,$122.03 ,$116.46 ,$113.38 ,$157.05 ,$147.30 ,$133.50 
North Carolina,2017,$123.51 ,$120.72 ,$119.19 ,$151.02 ,$143.64 ,$124.25 
North Carolina,2018,$124.99 ,$124.99 ,$124.99 ,$144.99 ,$139.99 ,$114.99 
North Carolina,2014,$161.74 ,$149.60 ,$144.67 ,$227.86 ,$208.48 ,$204.77 
North Carolina,2015,$162.21 ,$150.95 ,$144.75 ,$219.42 ,$203.10 ,$192.08 
North Carolina,2016,$162.68 ,$152.30 ,$144.83 ,$215.61 ,$197.73 ,$179.38 
North Carolina,2017,$163.15 ,$153.64 ,$144.91 ,$211.79 ,$192.36 ,$166.68 
North Carolina,2018,$164.99 ,$154.99 ,$144.99 ,$207.98 ,$186.99 ,$153.99 
North Carolina,2014,$132.58 ,$118.79 ,$114.56 ,$185.60 ,$172.51 ,$167.54 
North Carolina,2015,$128.28 ,$119.38 ,$114.47 ,$173.53 ,$160.63 ,$151.91 
North Carolina,2016,$125.92 ,$119.97 ,$114.39 ,$169.22 ,$148.75 ,$136.27 
North Carolina,2017,$127.92 ,$120.56 ,$114.31 ,$164.92 ,$136.87 ,$120.64 
North Carolina,2018,$129.92 ,$121.15 ,$114.23 ,$160.62 ,$124.99 ,$105.00 
North Carolina,2014,$138.25 ,$132.46 ,$124.76 ,$203.71 ,$189.35 ,$186.26 
North Carolina,2015,$144.36 ,$134.34 ,$128.82 ,$195.28 ,$180.76 ,$170.95 
North Carolina,2016,$151.32 ,$136.23 ,$132.88 ,$189.49 ,$172.17 ,$155.63 
North Carolina,2017,$158.28 ,$138.11 ,$136.94 ,$183.71 ,$163.58 ,$140.31 
North Carolina,2018,$165.23 ,$139.99 ,$141.00 ,$177.92 ,$154.99 ,$124.99 
North Carolina,2014,$143.01 ,$128.05 ,$129.17 ,$201.04 ,$185.22 ,$180.79 
North Carolina,2015,$140.89 ,$131.11 ,$125.73 ,$190.59 ,$176.42 ,$166.84 
North Carolina,2016,$145.85 ,$134.18 ,$122.28 ,$190.39 ,$167.61 ,$152.89 
North Carolina,2017,$150.81 ,$137.24 ,$118.83 ,$190.19 ,$158.81 ,$138.94 
North Carolina,2018,$155.77 ,$140.31 ,$115.38 ,$189.99 ,$150.00 ,$124.99 
North Carolina,2014,$148.00 ,$133.91 ,$126.15 ,$217.93 ,$200.85 ,$195.38 
North Carolina,2015,$152.25 ,$141.68 ,$135.86 ,$205.94 ,$190.63 ,$180.28 
North Carolina,2016,$156.49 ,$149.45 ,$145.57 ,$195.62 ,$180.42 ,$165.18 
North Carolina,2017,$160.74 ,$157.22 ,$155.28 ,$185.31 ,$170.20 ,$150.09 
North Carolina,2018,$164.99 ,$164.99 ,$164.99 ,$174.99 ,$159.99 ,$134.99 
North Carolina,2014,$134.74 ,$121.04 ,$116.11 ,$170.48 ,$160.03 ,$152.05 
North Carolina,2015,$124.81 ,$116.14 ,$111.37 ,$168.82 ,$156.27 ,$147.79 
North Carolina,2016,$120.38 ,$111.25 ,$106.63 ,$167.17 ,$152.51 ,$143.52 
North Carolina,2017,$120.19 ,$106.35 ,$101.89 ,$165.51 ,$148.75 ,$139.26 
North Carolina,2018,$120.00 ,$101.46 ,$97.15 ,$163.85 ,$144.99 ,$134.99 
North Carolina,2014,$150.72 ,$145.12 ,$136.32 ,$217.74 ,$201.32 ,$192.68 
North Carolina,2015,$150.54 ,$140.09 ,$134.33 ,$203.63 ,$188.49 ,$178.25 
North Carolina,2016,$150.35 ,$135.06 ,$142.88 ,$192.29 ,$175.66 ,$163.83 
North Carolina,2017,$150.17 ,$130.02 ,$151.44 ,$180.95 ,$162.82 ,$149.41 
North Carolina,2018,$149.99 ,$124.99 ,$159.99 ,$169.62 ,$149.99 ,$134.99 
North Carolina,2014,$141.86 ,$134.74 ,$127.15 ,$213.54 ,$193.57 ,$195.08 
North Carolina,2015,$148.89 ,$138.56 ,$132.86 ,$201.40 ,$186.43 ,$176.30 
North Carolina,2016,$155.92 ,$142.37 ,$138.57 ,$190.93 ,$179.28 ,$157.53 
North Carolina,2017,$162.95 ,$146.18 ,$144.28 ,$180.46 ,$172.13 ,$138.76 
North Carolina,2018,$172.49 ,$149.99 ,$149.99 ,$169.99 ,$164.99 ,$119.99 
North Carolina,2014,$149.48 ,$143.51 ,$132.29 ,$208.93 ,$182.35 ,$194.11 
North Carolina,2015,$154.61 ,$143.88 ,$137.96 ,$209.14 ,$193.59 ,$183.08 
North Carolina,2016,$159.73 ,$144.25 ,$143.64 ,$224.42 ,$204.83 ,$172.05 
North Carolina,2017,$164.86 ,$144.62 ,$149.31 ,$239.70 ,$216.07 ,$161.02 
North Carolina,2018,$169.99 ,$144.99 ,$154.99 ,$254.98 ,$227.31 ,$149.99 
North Carolina,2014,$137.48 ,$125.81 ,$117.20 ,$190.70 ,$176.08 ,$180.78 
North Carolina,2015,$137.72 ,$128.16 ,$122.90 ,$186.30 ,$172.45 ,$163.08 
North Carolina,2016,$137.97 ,$130.51 ,$128.59 ,$193.43 ,$168.81 ,$145.39 
North Carolina,2017,$138.22 ,$132.87 ,$134.29 ,$200.56 ,$165.17 ,$127.69 
North Carolina,2018,$138.46 ,$135.22 ,$139.99 ,$207.69 ,$161.54 ,$109.99 
North Carolina,2014,$145.85 ,$129.16 ,$125.64 ,$195.42 ,$181.06 ,$177.97 
North Carolina,2015,$144.39 ,$134.36 ,$128.84 ,$195.31 ,$180.79 ,$170.97 
North Carolina,2016,$142.92 ,$139.57 ,$132.05 ,$201.87 ,$180.52 ,$163.98 
North Carolina,2017,$141.45 ,$144.78 ,$135.26 ,$208.43 ,$180.25 ,$156.98 
North Carolina,2018,$139.99 ,$149.99 ,$138.46 ,$214.98 ,$179.99 ,$149.99 
North Carolina,2014,$131.60 ,$120.35 ,$109.59 ,$184.97 ,$170.16 ,$160.71 
North Carolina,2015,$127.12 ,$118.30 ,$113.44 ,$171.96 ,$159.18 ,$150.53 
North Carolina,2016,$123.53 ,$116.25 ,$117.29 ,$161.64 ,$148.19 ,$140.35 
North Carolina,2017,$124.26 ,$114.20 ,$121.14 ,$151.32 ,$137.21 ,$130.17 
North Carolina,2018,$124.99 ,$112.15 ,$124.99 ,$141.00 ,$126.23 ,$119.99 
North Carolina,2014,$132.05 ,$128.57 ,$119.12 ,$192.33 ,$179.62 ,$172.91 
North Carolina,2015,$136.54 ,$127.06 ,$121.84 ,$184.69 ,$170.96 ,$161.68 
North Carolina,2016,$141.02 ,$125.55 ,$124.56 ,$189.12 ,$162.30 ,$150.45 
North Carolina,2017,$145.50 ,$124.05 ,$127.27 ,$193.55 ,$153.65 ,$139.22 
North Carolina,2018,$149.99 ,$122.54 ,$129.99 ,$197.98 ,$144.99 ,$127.99 
North Carolina,2014,$127.92 ,$120.25 ,$116.86 ,$181.10 ,$165.46 ,$163.76 
North Carolina,2015,$129.06 ,$120.10 ,$115.16 ,$174.57 ,$161.59 ,$152.82 
North Carolina,2016,$130.19 ,$119.95 ,$113.47 ,$174.71 ,$157.73 ,$141.88 
North Carolina,2017,$131.32 ,$119.80 ,$111.78 ,$174.85 ,$153.86 ,$130.93 
North Carolina,2018,$132.46 ,$119.65 ,$110.08 ,$174.99 ,$149.99 ,$119.99 
North Carolina,2014,$121.32 ,$109.20 ,$105.85 ,$172.32 ,$156.76 ,$155.15 
North Carolina,2015,$130.99 ,$121.90 ,$116.89 ,$177.19 ,$164.01 ,$155.11 
North Carolina,2016,$140.66 ,$134.59 ,$127.92 ,$195.45 ,$184.67 ,$155.07 
North Carolina,2017,$150.32 ,$147.29 ,$138.96 ,$213.72 ,$205.33 ,$155.03 
North Carolina,2018,$159.99 ,$159.99 ,$149.99 ,$231.98 ,$225.98 ,$154.99 
North Carolina,2014,$124.15 ,$113.22 ,$107.20 ,$162.25 ,$153.72 ,$133.24 
North Carolina,2015,$118.11 ,$109.91 ,$105.40 ,$159.77 ,$147.89 ,$139.86 
North Carolina,2016,$112.07 ,$106.61 ,$103.59 ,$163.82 ,$142.05 ,$146.47 
North Carolina,2017,$106.03 ,$103.30 ,$101.79 ,$167.87 ,$136.22 ,$153.08 
North Carolina,2018,$99.99 ,$99.99 ,$99.99 ,$171.92 ,$130.38 ,$159.70 
North Carolina,2014,$145.33 ,$133.16 ,$126.99 ,$197.33 ,$195.65 ,$188.47 
North Carolina,2015,$141.75 ,$131.91 ,$126.49 ,$191.75 ,$177.49 ,$167.85 
North Carolina,2016,$138.17 ,$130.67 ,$125.99 ,$187.83 ,$159.33 ,$147.23 
North Carolina,2017,$134.60 ,$129.42 ,$125.49 ,$183.91 ,$141.16 ,$126.61 
North Carolina,2018,$131.02 ,$128.17 ,$124.99 ,$179.99 ,$123.00 ,$105.99 
North Carolina,2014,$130.08 ,$119.94 ,$110.11 ,$183.65 ,$171.04 ,$161.40 
North Carolina,2015,$127.56 ,$118.71 ,$113.83 ,$172.55 ,$159.72 ,$151.05 
North Carolina,2016,$125.04 ,$117.47 ,$117.55 ,$183.03 ,$148.40 ,$140.70 
North Carolina,2017,$124.40 ,$116.23 ,$121.27 ,$193.52 ,$137.09 ,$130.34 
North Carolina,2018,$124.99 ,$114.99 ,$124.99 ,$204.00 ,$125.77 ,$119.99 
North Carolina,2014,$118.05 ,$106.96 ,$100.86 ,$169.38 ,$154.98 ,$147.46 
North Carolina,2015,$119.78 ,$111.47 ,$106.89 ,$162.03 ,$149.98 ,$141.84 
North Carolina,2016,$121.52 ,$115.98 ,$112.92 ,$159.02 ,$144.99 ,$136.22 
North Carolina,2017,$123.26 ,$120.48 ,$118.96 ,$156.00 ,$139.99 ,$130.61 
North Carolina,2018,$124.99 ,$124.99 ,$124.99 ,$152.99 ,$134.99 ,$124.99 
North Carolina,2014,$197.72 ,$181.38 ,$173.13 ,$261.20 ,$238.45 ,$238.81 
North Carolina,2015,$194.53 ,$181.03 ,$173.59 ,$263.14 ,$243.58 ,$230.36 
North Carolina,2016,$191.35 ,$180.68 ,$174.06 ,$272.09 ,$248.71 ,$221.90 
North Carolina,2017,$188.17 ,$180.34 ,$174.52 ,$281.03 ,$253.85 ,$213.44 
North Carolina,2018,$184.99 ,$179.99 ,$174.99 ,$289.98 ,$258.98 ,$204.99 
North Carolina,2014,$126.98 ,$116.92 ,$111.70 ,$158.75 ,$147.19 ,$149.73 
North Carolina,2015,$114.89 ,$106.92 ,$102.52 ,$155.41 ,$143.86 ,$136.05 
North Carolina,2016,$102.80 ,$96.91 ,$93.35 ,$169.15 ,$140.52 ,$122.36 
North Carolina,2017,$90.71 ,$86.91 ,$84.17 ,$182.88 ,$137.18 ,$108.68 
North Carolina,2018,$78.61 ,$76.90 ,$75.00 ,$196.62 ,$133.85 ,$94.99 
North Carolina,2014,$118.48 ,$107.95 ,$102.14 ,$159.97 ,$148.17 ,$143.23 
North Carolina,2015,$113.86 ,$105.96 ,$101.60 ,$154.02 ,$142.57 ,$134.83 
North Carolina,2016,$109.24 ,$103.97 ,$101.07 ,$158.83 ,$136.97 ,$126.42 
North Carolina,2017,$104.61 ,$101.98 ,$100.53 ,$163.65 ,$131.37 ,$118.02 
North Carolina,2018,$99.99 ,$99.99 ,$99.99 ,$168.46 ,$125.77 ,$109.62 
North Carolina,2014,$160.31 ,$148.81 ,$140.64 ,$232.32 ,$212.51 ,$206.31 
North Carolina,2015,$160.23 ,$149.11 ,$142.98 ,$216.74 ,$200.63 ,$189.73 
North Carolina,2016,$160.15 ,$149.40 ,$145.32 ,$204.49 ,$188.75 ,$173.15 
North Carolina,2017,$160.07 ,$149.69 ,$147.65 ,$192.24 ,$176.87 ,$156.57 
North Carolina,2018,$159.99 ,$149.99 ,$149.99 ,$179.99 ,$164.99 ,$139.99 
North Carolina,2014,$126.02 ,$126.04 ,$116.35 ,$198.61 ,$183.74 ,$173.99 
North Carolina,2015,$137.01 ,$127.50 ,$122.26 ,$185.33 ,$171.55 ,$162.24 
North Carolina,2016,$148.00 ,$135.00 ,$128.17 ,$173.86 ,$159.37 ,$150.49 
North Carolina,2017,$160.78 ,$142.49 ,$134.08 ,$162.39 ,$147.18 ,$138.74 
North Carolina,2018,$174.99 ,$149.99 ,$139.99 ,$150.92 ,$135.00 ,$126.99 
North Carolina,2014,$189.56 ,$175.09 ,$166.57 ,$264.81 ,$240.55 ,$243.59 
North Carolina,2015,$183.42 ,$170.69 ,$163.67 ,$248.11 ,$229.66 ,$217.19 
North Carolina,2016,$177.27 ,$166.29 ,$160.78 ,$237.40 ,$218.77 ,$190.79 
North Carolina,2017,$171.13 ,$161.89 ,$157.88 ,$226.69 ,$207.88 ,$164.39 
North Carolina,2018,$164.99 ,$157.49 ,$154.99 ,$215.98 ,$196.98 ,$137.99 
North Carolina,2014,$116.62 ,$122.97 ,$103.88 ,$165.53 ,$148.64 ,$155.23 
North Carolina,2015,$125.97 ,$117.22 ,$112.41 ,$170.39 ,$157.72 ,$149.16 
North Carolina,2016,$135.31 ,$111.48 ,$120.93 ,$175.26 ,$166.81 ,$161.10 
North Carolina,2017,$144.65 ,$105.74 ,$129.46 ,$180.12 ,$175.90 ,$173.04 
North Carolina,2018,$153.99 ,$99.99 ,$137.99 ,$184.99 ,$184.99 ,$184.99 
North Carolina,2014,$163.11 ,$151.19 ,$149.45 ,$240.62 ,$221.86 ,$211.91 
North Carolina,2015,$164.83 ,$153.39 ,$147.09 ,$222.97 ,$206.39 ,$195.18 
North Carolina,2016,$166.55 ,$155.59 ,$144.72 ,$210.31 ,$190.92 ,$178.45 
North Carolina,2017,$168.27 ,$157.79 ,$142.36 ,$197.65 ,$175.45 ,$161.72 
North Carolina,2018,$169.99 ,$159.99 ,$139.99 ,$184.99 ,$159.99 ,$144.99 
North Carolina,2014,$175.55 ,$160.62 ,$154.05 ,$249.55 ,$230.18 ,$247.16 
North Carolina,2015,$194.54 ,$181.04 ,$173.60 ,$263.16 ,$243.59 ,$230.37 
North Carolina,2016,$213.54 ,$201.46 ,$222.39 ,$285.05 ,$257.01 ,$213.57 
North Carolina,2017,$232.54 ,$221.89 ,$271.18 ,$306.95 ,$270.43 ,$196.78 
North Carolina,2018,$251.54 ,$242.31 ,$319.98 ,$328.85 ,$283.85 ,$179.99 
North Carolina,2014,$144.24 ,$135.96 ,$128.94 ,$199.20 ,$186.59 ,$190.96 
North Carolina,2015,$137.66 ,$128.10 ,$122.84 ,$186.21 ,$172.36 ,$163.01 
North Carolina,2016,$131.08 ,$120.25 ,$116.74 ,$179.83 ,$158.14 ,$135.05 
North Carolina,2017,$124.50 ,$112.39 ,$110.64 ,$173.45 ,$143.92 ,$107.10 
North Carolina,2018,$117.92 ,$104.54 ,$104.54 ,$167.08 ,$129.69 ,$79.15 
North Carolina,2014,$161.49 ,$152.74 ,$145.40 ,$230.94 ,$213.78 ,$206.09 
North Carolina,2015,$154.40 ,$143.69 ,$137.78 ,$208.86 ,$193.33 ,$182.83 
North Carolina,2016,$147.32 ,$134.64 ,$130.16 ,$189.90 ,$172.88 ,$159.58 
North Carolina,2017,$140.24 ,$125.59 ,$122.54 ,$170.95 ,$152.44 ,$136.33 
North Carolina,2018,$133.15 ,$116.54 ,$114.92 ,$151.99 ,$131.99 ,$113.08 
North Carolina,2014,$151.66 ,$143.13 ,$142.11 ,$204.45 ,$187.50 ,$188.79 
